HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
1461,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,Manta,birostris,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Mobulidae.Manta.birostris,Giant manta,2190,,,,1650000,20
1462,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Aetobatus,flagellum,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Myliobatidae.Aetobatus.flagellum,Longheaded eagle ray,2190,,,3.5,7645,16
1463,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Myliobatis,californica,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Myliobatidae.Myliobatis.californica,Bat ray,1825,1095,,3.8,45155,24
1464,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Rhinopteridae,Rhinoptera,bonasus,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Rhinopteridae.Rhinoptera.bonasus,Cownose ray,2190,,,1.1,,15.5
1465,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Trygonoptera,mucosa,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Urolophidae.Trygonoptera.mucosa,Western shovelnose stingaree,1825,,,1.1,,16
1466,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Trygonoptera,personata,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Urolophidae.Trygonoptera.personata,Masked stingaree,1460,,,1.2,,14
1467,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Urolophus,lobatus,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Urolophidae.Urolophus.lobatus,Lobed stingaree,1095,,,1.3,,14
1468,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,Urolophus,paucimaculatus,Animalia.Chordata.Chondrichthyes.Myliobatiformes.Urolophidae.Urolophus.paucimaculatus,Sparsely-spotted stingaree,1460,,,2.5,,12
1469,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,Ginglymostoma,cirratum,Animalia.Chordata.Chondrichthyes.Orectolobiformes.Ginglymostomatidae.Ginglymostoma.cirratum,Nurse shark,,,,,60280,25
1470,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium,plagiosum,Animalia.Chordata.Chondrichthyes.Orectolobiformes.Hemiscylliidae.Chiloscyllium.plagiosum,Whitespotted bambooshark,,,,,,25
1471,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,typus,Animalia.Chordata.Chondrichthyes.Orectolobiformes.Rhincodontidae.Rhincodon.typus,Whale shark,6935,6935,,300,18700000,54
1472,Animalia,Chordata,Chondrichthyes,Pristiformes,Pristidae,Pristis,perotteti,Animalia.Chordata.Chondrichthyes.Pristiformes.Pristidae.Pristis.perotteti,Largetooth sawfish,3650,,,7.3,325050,30
1473,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,albomaculata,Animalia.Chordata.Chondrichthyes.Rajiformes.Arhynchobatidae.Bathyraja.albomaculata,White-dotted skate,3650,,,57,,17
1474,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,parmifera,Animalia.Chordata.Chondrichthyes.Rajiformes.Arhynchobatidae.Bathyraja.parmifera,Alaska skate,3650,2920,,,10010,17
1475,Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,Bathyraja,trachura,Animalia.Chordata.Chondrichthyes.Rajiformes.Arhynchobatidae.Bathyraja.trachura,Roughtail skate,5303,,,,,17
1476,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Amblyraja,radiata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Amblyraja.radiata,Thorny skate,4015,1460,,31,2337.5,16
1477,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,batis,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.batis,Common skate,4015,4015,,40,53405,50
1478,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,chilensis,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.chilensis,Beaked skate,5110,,,48.2,,22.5
1479,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,innominatus,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.innominatus,New Zealand smooth skate,4745,2920,,38,,24
1480,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,nasutus,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.nasutus,New Zealand rough skate,2080,1460,,32,,9
1481,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,pullopunctatus,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.pullopunctatus,Slime skate,4562,,,50,,18
1482,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,trachyderma,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Dipturus.trachyderma,Roughskin skate,6205,,,40,,26
1483,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,erinacea,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Leucoraja.erinacea,Little skate,1460,1551,,30,,8
1484,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,naevus,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Leucoraja.naevus,Sandy ray,3285,3102,,90,,14
1485,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,ocellata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Leucoraja.ocellata,Winter skate,4198,,,35,,21
1486,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Malacoraja,senta,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Malacoraja.senta,Smooth skate,2092,,,,,14
1487,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,asterias,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Raja.asterias,Starry skate,1349,,,73,,6.3
1488,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,binoculata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Raja.binoculata,Big skate,2920,,,1260,50050,26
1489,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,brachyura,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Raja.brachyura,Blonde ray,2009,,,90,7865,8
1490,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,Animalia.Chordata.Chondrichthyes.Rajiformes.Rajidae.Raja.clavata,Thornback ray,3650,3650,,142,9900,12
