HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,fmat,Malematurity,diffmalefemalematurity,Gestation,Weaning,LitterClutchsize,LittersClutchesperyear,InterlitterInterbirthinterval,Birthweight,Weaningweight,Adultweight,Growthrate,Maximumlongevity,Source,Specimenorigin,Samplesize,Dataquality,IMR,MRDT,Metabolicrate,Bodymass,Temperature,References
3345,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,Animalia.Chordata.Reptilia.Testudines.Emydidae.Trachemys.scripta,Common slider,2920,1460,-1460,75,,13,,,,,240,,41.3,451,captivity,large,acceptable,,,0.1157,240,297,"374,514,685,275,281,000"
3346,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Batagur,baska,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Batagur.baska,Indian batagur terrapin,,,0,,,,,,,,,,21.7,451,captivity,medium,acceptable,,,,,,451
3347,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,amboinensis,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Cuora.amboinensis,Southeast Asian box turtle,,,0,,,,,,,,,,38.2,485,captivity,medium,acceptable,,,,,,485
3348,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,flavomarginata,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Cuora.flavomarginata,Yellow-margined box turtle,,,0,,,,,,,,,,19.1,451,captivity,medium,acceptable,,,,,,451
3349,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cuora,trifasciata,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Cuora.trifasciata,Chinese three-striped box turtle,,,0,,,,,,,,,,31.8,451,captivity,medium,acceptable,,,,,,451
3350,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Cyclemys,dentata,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Cyclemys.dentata,Asian leaf turtle,,,0,,,,,,,,,,14.7,451,captivity,medium,acceptable,,,,,,451
3351,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Geoclemys,hamiltonii,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Geoclemys.hamiltonii,Indian black pond turtle,,,0,,,,,,,,,,19.2,451,captivity,medium,acceptable,,,,,,451
3352,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Hardella,thurjii,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Hardella.thurjii,Crowned river turtle,,,0,,,,,,,,,,18,451,captivity,tiny,acceptable,,,,,,451
3353,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,annandalii,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Heosemys.annandalii,Yellow-headed temple turtle,,,0,,,,,,,,,,9.3,451,captivity,medium,acceptable,,,,,,451
3354,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,grandis,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Heosemys.grandis,Giant asian pond turtle,,,0,,,,,,,,,,29.6,451,captivity,medium,acceptable,,,,,,451
3355,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,spinosa,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Heosemys.spinosa,Spiny turtle,,,0,,,,,,,,,,22.9,451,captivity,medium,acceptable,,,,,,451
3356,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Malayemys,subtrijuga,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Malayemys.subtrijuga,Malayan snail-eating turtle,,,0,,,,,,,,,,14.2,451,captivity,small,acceptable,,,,,,451
3357,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,annamensis,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.annamensis,Annam leaf turtle,,,0,,,,,,,,,,23.9,451,captivity,medium,acceptable,,,,,,451
3358,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,caspica,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.caspica,Caspian turtle,,,0,,,,,,,,,,17.6,451,captivity,small,acceptable,,,,,,451
3359,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,japonica,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.japonica,Japanese pond turtle,,,0,,,,,,,,,,16.2,451,captivity,small,acceptable,,,,,,451
3360,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,leprosa,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.leprosa,Spanish pond turtle,,,0,,,,,,,,,,24.5,451,captivity,small,acceptable,,,,,,451
3361,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,mutica,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.mutica,Yellow pond turtle,,,0,,,,,,,,,,22.1,451,captivity,medium,acceptable,,,,,,451
3362,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,nigricans,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.nigricans,Red-necked pond turtle,,,0,,,,,,,,,,18,451,captivity,small,acceptable,,,,,,451
3363,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,reevesii,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.reevesii,Reeves' turtle,,,0,,,,,,,,,,24.2,451,captivity,medium,acceptable,,,,,,451
3364,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Mauremys,sinensis,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Mauremys.sinensis,Chinese stripe-necked turtle,,,0,,,,,,,,,,22.8,451,captivity,medium,acceptable,,,,,,451
3365,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Melanochelys,trijuga,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Melanochelys.trijuga,Indian black turtle,,,0,,,,,,,,,,40,485,captivity,medium,acceptable,,,,,,485
3366,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Notochelys,platynota,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Notochelys.platynota,Malayan flat-shelled turtle,,,0,,,,,,,,,,18.8,451,captivity,tiny,acceptable,,,,,,451
3367,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,smithii,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Pangshura.smithii,Brown roofed turtle,,,0,,,,,,,,,,13.8,451,captivity,small,acceptable,,,,,,451
3368,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Pangshura,tecta,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Pangshura.tecta,Indian roofed turtle,,,0,,,,,,,,,,11,451,captivity,small,acceptable,,,,,,451
3369,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,areolata,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Rhinoclemmys.areolata,Furrowed wood turtle,,,0,,,,,,,,,,19.3,451,captivity,small,acceptable,,,,,,451
3370,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,pulcherrima,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Rhinoclemmys.pulcherrima,Painted wood turtle,,,0,,,,,,,,,,20.4,451,captivity,medium,acceptable,,,,,,451
3371,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Rhinoclemmys,rubida,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Rhinoclemmys.rubida,Mexican spotted wood turtle,,,0,,,,,,,,,,11.8,451,captivity,small,acceptable,,,,,,451
3372,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Sacalia,bealei,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Sacalia.bealei,Beal's eyed turtle,,,0,,,,,,,,,,27.3,451,captivity,small,acceptable,,,,,,451
3373,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Siebenrockiella,crassicollis,Animalia.Chordata.Reptilia.Testudines.Geoemydidae.Siebenrockiella.crassicollis,Thick-necked turtle,,,0,,,,,,,,,,16.7,451,captivity,medium,acceptable,,,,,,451
3374,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Claudius,angustatus,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Claudius.angustatus,Narrow-bridged musk turtle,,,0,,,,,,,,,,16.1,451,captivity,small,acceptable,,,,,,451
3375,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,baurii,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.baurii,Striped mud turtle,870,690,-180,,,,,,,,,,49.6,528,captivity,small,acceptable,,,,,,528
3376,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,herrerai,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.herrerai,Herrera's mud turtle,,,0,,,,,,,,,,19.5,451,captivity,small,acceptable,,,,,,451
3377,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,integrum,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.integrum,Mexican mud turtle,,,0,,,,,,,,,,18.5,451,captivity,tiny,acceptable,,,,,,451
3378,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,leucostomum,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.leucostomum,White-lipped mud turtle,,,0,,,,,,,,,,19.2,451,captivity,medium,acceptable,,,,,,451
3379,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,scorpioides,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.scorpioides,Scorpion mud turtle,,,0,,,,,,,,,,44.7,451,captivity,medium,acceptable,,,,,,451
3380,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,sonoriense,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.sonoriense,Sonoran mud turtle,,,0,,,,,,,,,,36.5,485,captivity,small,acceptable,,,,,,485
3381,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,subrubrum,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Kinosternon.subrubrum,Common mud turtle,1825,1460,-365,76,,4,,,,,,,40,1,wild,medium,acceptable,,,,,,"1,19,440,468,527"
3382,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,salvinii,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Staurotypus.salvinii,Pacific Coast giant musk turtle,,,0,,,,,,,,,,26.3,451,captivity,small,acceptable,,,,,,451
3383,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Staurotypus,triporcatus,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Staurotypus.triporcatus,Mexican giant musk turtle,,,0,,,,,,,,,,33.5,451,captivity,small,acceptable,,,,,,451
3384,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,carinatus,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Sternotherus.carinatus,Keel-backed musk turtle,,,0,,,,,,,,,,29.3,451,captivity,small,acceptable,,,,,,451
3385,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,minor,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Sternotherus.minor,Loggerhead musk turtle,2920,1460,-1460,,,,,,,,,,23.9,485,captivity,tiny,acceptable,,,,,,"485,528"
3386,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,Animalia.Chordata.Reptilia.Testudines.Kinosternidae.Sternotherus.odoratus,Stinkpot,1277,1277,0,,,,,,,,,,54.8,485,captivity,tiny,acceptable,,,,,,"485,528"
3387,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelomedusa,subrufa,Animalia.Chordata.Reptilia.Testudines.Pelomedusidae.Pelomedusa.subrufa,Helmeted turtle,,,0,,,,,,,,,,20.1,451,captivity,medium,acceptable,,,,,,451
3388,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,castaneus,Animalia.Chordata.Reptilia.Testudines.Pelomedusidae.Pelusios.castaneus,West African mud turtle,,,0,,,,,,,,,,41,1,wild,medium,acceptable,,,,,,1
3389,Animalia,Chordata,Reptilia,Testudines,Pelomedusidae,Pelusios,subniger,Animalia.Chordata.Reptilia.Testudines.Pelomedusidae.Pelusios.subniger,East African black mud turtle,,,0,,,,,,,,,,47,451,captivity,medium,acceptable,,,,,,451
3390,Animalia,Chordata,Reptilia,Testudines,Platysternidae,Platysternon,megacephalum,Animalia.Chordata.Reptilia.Testudines.Platysternidae.Platysternon.megacephalum,Big-headed turtle,,,0,,,,,,,,,,27,485,captivity,medium,acceptable,,,,,,485
3391,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,erythrocephala,Animalia.Chordata.Reptilia.Testudines.Podocnemididae.Podocnemis.erythrocephala,Red-headed Amazon side-neck turtle,,,0,,,,,,,,,,18,451,captivity,medium,acceptable,,,,,,451
3392,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,Animalia.Chordata.Reptilia.Testudines.Podocnemididae.Podocnemis.expansa,South American river turtle,,,0,,,,,,,,,,25.3,485,captivity,medium,acceptable,,,,,,485
3393,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,Animalia.Chordata.Reptilia.Testudines.Podocnemididae.Podocnemis.unifilis,Yellow-spotted river turtle,,,0,60,,24,,,,,4500,,,,unknown,large,low,,,,,,448
3394,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Aldabrachelys,gigantea,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Aldabrachelys.gigantea,Aldabra tortoise,,,0,,,,,,,,,,152,527,captivity,large,acceptable,,,,,,"2,14,527"
3395,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,radiata,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Astrochelys.radiata,Radiated tortoise,,,0,,,,,,,,,,32.8,451,captivity,large,questionable,,,,,,451
3396,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,sulcata,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Centrochelys.sulcata,African spurred tortoise,,,0,,,,,,,,43000,,54.3,451,captivity,large,acceptable,,,,,,451
3397,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,carbonaria,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Chelonoidis.carbonaria,Red-footed tortoise,,,0,,,,,,,,,,49,451,captivity,large,acceptable,,,,,,451
3398,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,denticulata,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Chelonoidis.denticulata,Yellow-footed tortoise,,,0,,,,,,,,,,35.2,451,captivity,large,acceptable,,,,,,451
3399,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,nigra,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Chelonoidis.nigra,Galapagos tortoise,,,0,,,,,,,,,,177,451,captivity,medium,acceptable,,,,,,"13,14,451,543,1171"
3400,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Geochelone,elegans,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Geochelone.elegans,Indian star tortoise,,,0,,,,,,,,,,24.3,451,captivity,large,acceptable,,,,,,451
3401,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,agassizii,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Gopherus.agassizii,Desert tortoise,5500,5500,0,118,,8,,,,,,,62.8,451,captivity,medium,acceptable,,,,,,"4,374,514,685,271,150"
3402,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,berlandieri,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Gopherus.berlandieri,Berlandier's tortoise,,,0,,,,,,,,,,30.7,451,captivity,medium,acceptable,,,,,,451
3403,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,polyphemus,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Gopherus.polyphemus,Gopher tortoise,3650,3650,0,90,,8,,,,,5500,,,,unknown,medium,low,,,0.579,5500,300,"37,437"
3404,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Homopus,areolatus,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Homopus.areolatus,Parrot-beaked tortoise,,,0,,,,,,,,,,28.6,451,captivity,small,acceptable,,,,,,451
3405,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,elongata,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Indotestudo.elongata,Elongated tortoise,,,0,,,,,,,,,,,,unknown,medium,low,,,,,,451
3406,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Indotestudo,forstenii,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Indotestudo.forstenii,Travancore tortoise,,,0,,,,,,,,,,32.9,451,captivity,medium,acceptable,,,,,,451
3407,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,belliana,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Kinixys.belliana,Hingeback tortoise,,,0,,,,,,,,,,26.5,451,captivity,medium,acceptable,,,,,,451
3408,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Kinixys,erosa,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Kinixys.erosa,Serrated forest hingeback tortoise,,,0,,,,,,,,,,24.8,451,captivity,small,acceptable,,,,,,451
3409,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Malacochersus,tornieri,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Malacochersus.tornieri,Pancake tortoise,,,0,,,,,,,,,,25.9,451,captivity,large,acceptable,,,,,,451
3410,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Manouria,emys,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Manouria.emys,East Indian upland tortoise,,,0,,,,,,,,,,19.9,451,captivity,medium,acceptable,,,,,,451
3411,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Stigmochelys,pardalis,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Stigmochelys.pardalis,Leopard tortoise,,,0,,,,,,,,,,30,451,captivity,large,acceptable,,,,,,451
3412,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,graeca,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Testudo.graeca,Mediterranean spur-thighed tortoise,4560,4560,0,,,,,,,,,,127,451,captivity,large,acceptable,,,,,,"451,527"
3413,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,hermanni,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Testudo.hermanni,Hermann's tortoise,4560,4560,0,,,,,,,,,,,,unknown,large,low,,,,,,"451,527"
3414,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,kleinmanni,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Testudo.kleinmanni,Egyptian tortoise,,,0,,,,,,,,,,21,451,captivity,large,acceptable,,,,,,451
3415,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,marginata,Animalia.Chordata.Reptilia.Testudines.Testudinidae.Testudo.marginata,Marginated tortoise,,,0,,,,,,,,,,21.2,451,captivity,medium,acceptable,,,,,,451
3416,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,ferox,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Apalone.ferox,Florida softshell turtle,,,0,,,,,,,,,,26.2,451,captivity,medium,acceptable,,,,,,451
3417,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,mutica,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Apalone.mutica,Smooth softshell turtle,3285,1460,-1825,,,,,,,,,,,,unknown,tiny,low,,,,,,528
3418,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Apalone.spinifera,Spiny softshell turtle,3285,3285,0,,,,,,,,,,25.2,485,captivity,medium,acceptable,,,,,,"485,528"
3419,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Lissemys,punctata,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Lissemys.punctata,Indian flapshell turtle,,,0,,,,,,,,,,17.8,451,captivity,medium,acceptable,,,,,,"90,91,92,451"
3420,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Palea,steindachneri,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Palea.steindachneri,Wattle-necked softshell turtle,,,0,,,,,,,,,,41,599,captivity,small,acceptable,,,,,,599
3421,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Trionyx,triunguis,Animalia.Chordata.Reptilia.Testudines.Trionychidae.Trionyx.triunguis,African softshell turtle,,,0,,,,,,,,,,50.6,451,captivity,small,acceptable,,,,,,451
